trans_id,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud,customer_id
773412.0,,3580440000000000.0,"fraud_Srinivasan, Dubey and D’Alia Pvt Ltd",fitness_and_medical,7904.54,Inaaya ,Grover,F,"03, Kamdar Chowk, Proddatur 738193",Arrah,Uttarakhand,-37.708804,176.470094,753423.0,Theatre stage manager,2/12/1995,-37.72038,176.457354,1.0,4.13e+18
747004.0,,4967480000000000.0,fraud_Raval LLC Pvt Ltd,travel,273.47,Ritvik,Soni,M,"H.No. 79, Dua Street, Mathura 542374",Guna,Jharkhand,9.5595905,60.337933,473575.0,,7/30/1994,9.564089,60.353554,0.0,-2.1e+18
908161.0,8/28/2023 23:59,4.39143e+18,"fraud_Sampath, Varkey and Singh Pvt Ltd",,9647.75,Dishani,Dora,M,"00/395, Borah Road, Kishanganj-489658",,Chhattisgarh,-71.251985,,973586.0,,6/29/1980,-71.251781,-30.568465,1.0,8.23e+18
647574.0,10/23/2023 15:52,213137000000000.0,fraud_Dhillon LLC Pvt Ltd,online_shopping,4820.77,Kavya,Dugar,F,"H.No. 13, Saxena Ganj, Shahjahanpur-644052",Rohtak,,52.611615,-166.327048,229284.0,Broadcast presenter,5/28/1968,52.599154,-166.312062,0.0,7.82e+18
314437.0,9/9/2023 0:19,3576500000000000.0,fraud_Devan Inc Pvt Ltd,entertainment,2676.66,Nitya,Varkey,F,"H.No. 87, Thakur Nagar, Tinsukia-339656",Deoghar,Himachal Pradesh,-63.992683,120.408339,679547.0,Art gallery manager,6/6/1950,-63.976651,120.396861,1.0,8.33e+18
501307.0,8/15/2022 7:48,3537260000000000.0,fraud_Chander-Subramaniam Pvt Ltd,entertainment,848.78,Devansh,Balasubramanian,F,"312, Devan Zila, Ambarnath-774760",Berhampur,Rajasthan,-41.943569,-34.37259,,"Scientist, research (life sciences)",6/17/1990,-41.944743,-34.379422,0.0,5.7e+18
166214.0,2/12/2024 23:13,213157000000000.0,fraud_Srinivasan-Trivedi Pvt Ltd,online_shopping,6240.05,,Loke,F,"94, Arya Zila, Nangloi Jat 096081",Jabalpur,Tamil Nadu,42.7232025,98.165439,491563.0,Sports administrator,10/7/1955,42.713015,98.175583,0.0,-7.5e+18
227780.0,6/6/2023 13:15,4.88987e+18,fraud_Ramanathan-Maharaj Pvt Ltd,fitness_and_medical,1894.81,,Divan,M,"H.No. 87, Sarin Path, Begusarai-312219",Secunderabad,Goa,,25.408437,984134.0,"Designer, industrial/product",12/11/1995,-35.423786,,1.0,8.56e+18
288678.0,8/30/2023 21:14,4607580000000.0,fraud_Sampath LLC Pvt Ltd,fitness_and_medical,9354.39,Yasmin,Virk,F,"46/57, Kapoor Marg, Amritsar 007987",Saharsa,Mizoram,19.899684,-129.932591,854279.0,"Geologist, engineering",1/12/2001,19.890012,-129.917844,1.0,-3.33e+17
949620.0,10/5/2022 19:32,343281000000000.0,"fraud_Dhar, Dave and Goyal Pvt Ltd",online_shopping,2880.04,Misha,Lad,,,Karimnagar,Karnataka,10.3956195,-68.033582,266576.0,Automotive engineer,5/16/1976,10.389587,-68.022959,0.0,-4.85e+18
,3/18/2024 5:49,6555570000000000.0,"fraud_Kale, Wable and Hans Pvt Ltd",entertainment,4343.1,Nishith,Chander,M,"H.No. 12, Luthra Ganj, Singrauli 180000",Raichur,Rajasthan,58.8204605,126.183802,270031.0,Actuary,8/4/1946,,126.203165,1.0,2.67e+18
355433.0,12/10/2023 0:51,4036240000000.0,"fraud_Lad, Bali and Sarma Pvt Ltd",entertainment,9206.23,Mohanlal,Kala,F,"09, Kade Ganj, Delhi-808539",Kurnool,Rajasthan,-12.4322095,104.982577,921613.0,Child psychotherapist,1/20/1989,-12.442456,104.987775,,5.09e+18
427269.0,4/1/2023 15:23,3514620000000000.0,fraud_Kaul PLC Pvt Ltd,fitness_and_medical,6869.29,Hansh,Walla,F,"85, Venkataraman, Burhanpur 900205",Nizamabad,Mizoram,28.75085,139.999108,290604.0,Seismic interpreter,7/12/1944,28.732828,140.00207,0.0,1.85e+18
,,503863000000.0,"fraud_Mangal, Rama and Anand Pvt Ltd",travel,7957.81,,Madan,M,"23/80, Lanka, Muzaffarnagar 678360",Rohtak,Chhattisgarh,-53.3562985,-40.098344,,"Librarian, academic",11/23/1943,-53.354463,,1.0,3.61e+18
388827.0,12/30/2022 15:04,2233610000000000.0,"fraud_Dhar, Din and Kothari Pvt Ltd",entertainment,8706.24,Biju,Karpe,M,"67, Khurana Marg, Hubli–Dharwad-731365",Sambhal,Tripura,-48.980093,-82.864218,490138.0,,11/19/1992,-48.981978,-82.868798,1.0,4.63e+18
624221.0,2/7/2023 20:50,4.03001e+18,fraud_Lad-Mahajan Pvt Ltd,entertainment,1869.38,Ojas,Taneja,F,"H.No. 338, Kamdar Circle, Kolkata 307667",Thane,Rajasthan,40.7194355,51.282005,532874.0,Air traffic controller,7/13/1946,40.73385,,1.0,-8.46e+18
574002.0,6/1/2023 22:32,180038000000000.0,fraud_Kumar-Bala Pvt Ltd,online_shopping,9577.72,Shlok,Gokhale,M,"H.No. 86, Suresh Marg, Udupi 805213",Suryapet,Gujarat,41.421273,148.233781,962182.0,"Administrator, sports",4/30/2001,41.418043,148.221508,0.0,-1.43e+18
,12/31/2023 18:18,378029000000000.0,"fraud_Johal, Desai and Gill Pvt Ltd",entertainment,7314.79,,Rama,F,,Morbi,Nagaland,-3.3199455,-60.881237,394725.0,,,,-60.879536,0.0,-3e+18
871048.0,7/17/2023 16:09,4.69813e+18,"fraud_Comar, Raval and Kibe Pvt Ltd",travel,7724.33,Rania,Mall,M,"607, Mannan Chowk, Deoghar 317403",Khandwa,Madhya Pradesh,-29.648039,-105.056072,265978.0,Gaffer,7/29/1944,-29.633082,-105.050138,1.0,8.78e+18
,4/25/2022 21:44,30132400000000.0,"fraud_Samra, Kumer and Ramakrishnan Pvt Ltd",online_shopping,9991.71,Trisha,Saxena,F,"61, Bhat Street, Sonipat 255588",Gorakhpur,Tamil Nadu,13.767819,110.262203,293615.0,"Engineer, site",6/17/1986,13.767441,110.268989,0.0,-3.71e+17
393516.0,6/29/2023 5:44,4613220000000.0,fraud_Ahuja-Chanda Pvt Ltd,entertainment,8250.53,Ivan,Mann,F,"02/178, Swaminathan Nagar, Jabalpur 528277",Unnao,Jharkhand,86.6255825,-43.427319,391762.0,"Designer, furniture",3/7/1953,86.610597,-43.420373,1.0,-3.01e+18
738330.0,6/13/2022 2:13,3506960000000000.0,"fraud_Khurana, Bhat and Saraf Pvt Ltd",online_shopping,4100.08,Charvi,Badami,M,"H.No. 48, Shah Circle, Ambattur-341502",Satna,Assam,54.655752,,592468.0,Product manager,11/12/2000,54.652483,-111.05009,0.0,5e+18
941247.0,3/2/2024 17:29,4481120000000.0,fraud_Chahal-Bala Pvt Ltd,,3980.61,Kimaya,Joshi,,"32, Shukla Zila, Madhyamgram 840443",Orai,Haryana,-6.347741,-60.029472,186019.0,Haematologist,10/29/1994,-6.351083,,1.0,8.59e+17
435222.0,11/17/2022 4:45,4686480000000000.0,fraud_Ramachandran-Kar Pvt Ltd,travel,8152.57,Divit,Deep,M,"63, Varghese Circle, Berhampur 388719",Proddatur,Madhya Pradesh,54.9483195,60.681469,655206.0,,9/5/1998,54.949038,60.667678,1.0,-4.56e+18
,6/1/2023 4:02,378091000000000.0,fraud_Lalla-Jha Pvt Ltd,fitness_and_medical,1446.2,Saira,Subramaniam,F,"H.No. 215, Solanki Chowk, Bhubaneswar 364691",,Goa,54.0017015,-16.600365,921973.0,"Buyer, industrial",2/18/1997,,,1.0,
690349.0,6/17/2023 10:33,341111000000000.0,"fraud_Joshi, Guha and Tiwari Pvt Ltd",entertainment,4878.19,Urvi,,M,"04, Raj, Shivpuri 111640",Kharagpur,Nagaland,-11.330242,,483709.0,Architectural technologist,4/10/1964,-11.325212,-89.184491,0.0,8.34e+18
495172.0,3/6/2023 10:27,6011710000000000.0,,online_shopping,7773.76,Arnav,Rama,M,"62/371, Sridhar Circle, Thiruvananthapuram 530353",Saharsa,Sikkim,,-152.187949,,Furniture conservator/restorer,,-51.562009,-152.185219,0.0,-3.96e+18
882918.0,,6011200000000000.0,fraud_Talwar-Savant Pvt Ltd,fitness_and_medical,9574.61,Divij,Hans,F,"88, Aggarwal Path, Sambhal 394920",Kakinada,Assam,86.121401,23.765568,6945.0,,7/25/1996,86.117446,23.748331,1.0,-4.4e+18
355433.0,12/10/2023 0:51,4036240000000.0,"fraud_Lad, Bali and Sarma Pvt Ltd",entertainment,9206.23,Mohanlal,Kala,F,"09, Kade Ganj, Delhi-808539",Kurnool,Rajasthan,-12.4322095,104.982577,921613.0,Child psychotherapist,1/20/1989,-12.442456,104.987775,,5.09e+18
556757.0,11/7/2023 6:42,6011620000000000.0,fraud_Khosla-Varma Pvt Ltd,travel,2901.48,Purab,,F,"H.No. 44, Kala Chowk, Panchkula 116194",Chennai,Andhra Pradesh,50.6188805,-116.464405,273984.0,Immigration officer,12/28/1969,50.633074,-116.478123,0.0,
592689.0,2/6/2023 3:09,583004000000.0,"fraud_Dugar, Wagle and Dubey Pvt Ltd",fitness_and_medical,5121.3,Tiya,,F,"67/39, Kalla Chowk, Kamarhati-706078",Medininagar,Uttar Pradesh,-70.542658,,874048.0,Consulting civil engineer,2/4/1977,-70.553461,-37.629061,0.0,2.09e+18
592689.0,2/6/2023 3:09,583004000000.0,"fraud_Dugar, Wagle and Dubey Pvt Ltd",fitness_and_medical,5121.3,Tiya,,F,"67/39, Kalla Chowk, Kamarhati-706078",Medininagar,Uttar Pradesh,-70.542658,,874048.0,Consulting civil engineer,2/4/1977,-70.553461,-37.629061,0.0,2.09e+18
318478.0,1/23/2024 11:13,584427000000.0,fraud_Randhawa Inc Pvt Ltd,fitness_and_medical,6066.68,Prerak,Solanki,M,"90/138, Bhattacharyya Zila, Mira-Bhayandar-522273",Agra,Kerala,45.1375165,120.390677,574515.0,Publishing rights manager,7/10/1981,45.152374,120.382291,1.0,5.34e+18
309728.0,4/5/2023 8:08,2287930000000000.0,fraud_Kulkarni and Sons Pvt Ltd,travel,6780.72,Kartik,Varkey,F,"15, Jaggi Street, Karimnagar 697677",Panvel,Jharkhand,-8.946101,17.134671,554507.0,Computer games developer,6/24/1950,-8.964554,17.140904,0.0,2.95e+18
736103.0,9/9/2022 11:41,372580000000000.0,"fraud_Varma, Soni and Buch Pvt Ltd",travel,3440.55,Nishith,Sunder,F,"394, Babu Zila, Cuttack-065524",Jamnagar,,89.502487,117.79902,814665.0,Television camera operator,8/20/1992,89.485659,117.782743,0.0,6.17e+18
633198.0,7/7/2023 11:34,4788740000000.0,"fraud_Kothari, Chaudhuri and Bobal Pvt Ltd",fitness_and_medical,6095.93,Zeeshan,Khatri,M,"H.No. 799, Vohra Nagar, Khora  209174",Pali,West Bengal,-11.327931,87.707192,516099.0,Equities trader,9/19/1953,-11.318156,87.717517,0.0,-6.07e+18
125804.0,12/10/2022 20:23,6011590000000000.0,fraud_Basu LLC Pvt Ltd,online_shopping,1726.66,Anika,Chowdhury,M,"H.No. 43, Sethi Path, Sri Ganganagar 373963",Meerut,Mizoram,31.019427,107.235868,810138.0,"Research officer, trade union",6/23/1946,31.029955,107.247011,1.0,-8.93e+18
181212.0,10/1/2023 9:35,4.03735e+18,fraud_Vyas PLC Pvt Ltd,online_shopping,9100.38,Mannat,Devi,F,"22, Ram, Gwalior 983157",Meerut,Meghalaya,7.1295425,-146.110126,472068.0,Planning and development surveyor,,7.114402,-146.124507,1.0,6.06e+18
201597.0,11/24/2023 4:55,6011340000000000.0,fraud_Mandal Ltd Pvt Ltd,travel,,Nitara,Bir,M,"59, Hayre Circle, Hapur-311985",Guntakal,Punjab,-10.4340195,-163.12591,686589.0,Solicitor,5/28/1959,-10.437376,-163.136934,0.0,-2.12e+18
895675.0,9/26/2022 21:20,675915000000.0,fraud_Raja LLC Pvt Ltd,entertainment,8304.99,Mehul,Barman,F,"07, Master Nagar, Kamarhati 636914",Ozhukarai,Jharkhand,-63.833627,164.601996,299715.0,Public affairs consultant,7/8/1970,-63.842864,,0.0,1.87e+18
